about,authors,dateowned,gender,owner,shelfmark,texts
Instruction d'un jeune prince; Epistre sur la paix d'Arras; Recueil concernant les relations de la France et d'Angleterre,"Gilbert de Lannoy,Hugues de Lannoy,Jean Juvenal des Ursins,Guillaume Cousinot II de Montreuil",7 February 1470-1482,Female,"Joan of Valois, duchess of Bourbon",BnF fr. 5056,"Instruction d'un jeune prince,Epistre sur la paix d'Arras (aka Audite celi),Recueil concernant les relations de la France et de l'Angleterre"
Ancien Testament,,1480-1485,Male,Antoine de Chourses,Chantilly MS 3,Ancien Testament
Ancien Testament,,1480-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 3,Ancien Testament
Historia scolastica by Petrus Comestor,Petrus Comestor,14??-1485,Male,Antoine de Chourses,Chantilly MS 22,Historia scolastica
Historia scolastica by Petrus Comestor,Petrus Comestor,?-1529?,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 22,Historia scolastica
Vie de Jhesuchrist,"Ludolphe de Saxe,Francesc Eiximenis",c. 1475,Male,Jacques d'Armagnac,BnF fr. 29,"Vita Christi (fr., trans. Anon): Le premier traite de ce livre"
Vie de Jhesuchrist,"Ludolphe de Saxe,Francesc Eiximenis",1475?-1482,Female,"Joan of Valois, duchess of Bourbon",BnF fr. 29,"Vita Christi (fr., trans. Anon): Le premier traite de ce livre"
Confessio Amantis,John Gower,1461-1482,Female,"Elizabeth Woodville, queen consort of England",PML MS M 126,Confessio Amantis
Confessio Amantis,John Gower,1482?-?,Female,Grace Seyton,PML MS M 126,Confessio Amantis
A Book Bought at Cambridge,,1466-1482,Female,"Elizabeth Woodville, queen consort of England",NE 107,Unspecified
Recyell of the Histories of Troy,William Caxton,1464-1482,Female,"Elizabeth Woodville, queen consort of England",Huntington Library RB 62222,Recyell of the Histories of Troy
Recyell of the Histories of Troy,William Caxton,1482-?,Male,Thomas Shukburgh,Huntington Library RB 62222,Recyell of the Histories of Troy
Hours of the Guardian Angel,,c.1475-1482,Female,"Elizabeth Woodville, queen consort of England",Liverpool Cathedral Radcliffe MS 6,Book of Hours
Hours of the Guardian Angel,,c.1475-?,Female,Joan Luyt,Liverpool Cathedral Radcliffe MS 6,Book of Hours
Life of Our Lady,John Lydgate,1470-1482,Female,"Elizabeth Woodville, queen consort of England",Beinecke MS 281,Life of Our Lady
Traité de mendicité spirituelle,Jean Gerson,c. 1480-1482,Female,"Joan of Valois, duchess of Bourbon",BnF fr. 1847,Traité de mendicité spirituelle (aka Secret parlement de l'omme contemplatif a son ame)
Le Livre des faiz de monseigneur saint Loys,Anonymous,c. 1482,Male,Charles II Cardinal of Bourbon,BnF fr. 2829,Le Livre des faiz de monseigneur saint Loys
Le Livre des faiz de monseigneur saint Loys,Anonymous,1482-1498?,Male,Charles VIII of France,BnF fr. 2829,Le Livre des faiz de monseigneur saint Loys
Le Livre des faiz de monseigneur saint Loys,Anonymous,c. 1482,Female,"Joan of Valois, duchess of Bourbon",BnF fr. 2829,Le Livre des faiz de monseigneur saint Loys
Religious compendium; Chastel d'amour,"Anonymous,Robert Grosseteste,Guillaume de Conches,Anonymous,Anonymous,Honorius Augustodunensis,Anonymous,Anonymous",1503-1530?,Female,"Margaret of Austria, duchess of Savoy",KBR MS 9030-37,"Bible moralisée,Château d'Amour,Moralités des philosophes (trans. Alart de Cambrai),Evangile de Nicodème,Enseignement pieux,Lucidaire,Purgatoire de saint Patrice,Méthode de confession"
Religious compendium; Chastel d'amour,"Anonymous,Robert Grosseteste,Guillaume de Conches,Anonymous,Anonymous,Honorius Augustodunensis,Anonymous,Anonymous",1475?-1503,Female,"Margaret of York, duchess of Burgundy",KBR MS 9030-37,"Bible moralisée,Château d'Amour,Moralités des philosophes (trans. Alart de Cambrai),Evangile de Nicodème,Enseignement pieux,Lucidaire,Purgatoire de saint Patrice,Méthode de confession"
Portable Breviary,,? - 1495,Female,"Cecily Neville, Duchess of York",NE 106,Breviary
Portable Breviary,,1509-?,Female,Margaret Beaufort's Chapel,NE 106,Breviary
Portable Breviary,,c. 1495-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 106,Breviary
Bible historiale,,1478?-1485,Male,Antoine de Chourses,Chantilly MS 23-24,Bible historiale complétée
Bible historiale,,1478?-1503,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 23-24,Bible historiale complétée
Bible historiale,Pierre le Mangeur,14??-1485,Male,Antoine de Chourses,Chantilly MS 25,Bible historiale
Bible historiale,Pierre le Mangeur,148?-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 25,Bible historiale
Bréviaire dominicain,,c. 1480-1485,Male,Antoine de Chourses,Chantilly MS 54,Breviaire
Bréviaire dominicain,,14??-14??,Female,Catherine La Chandelière,Chantilly MS 54,Breviaire
Bréviaire dominicain,,14??-1473,Female,Catherine Nicolas,Chantilly MS 54,Breviaire
Bréviaire dominicain,,c. 1480-1503,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 54,Breviaire
Bréviaire dominicain,,1473-1480?,Female,Gillette de Derval,Chantilly MS 54,Breviaire
Cité de Dieu,St. Augustine,c. 1480-1485,Male,Antoine de Chourses,Chantilly MS 122,Cité de Dieu
Cité de Dieu,St. Augustine,c. 1480-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 122,Cité de Dieu
Cité de Dieu,St. Augustine,1402?-June 1416,Male,John Duke of Berry,Chantilly MS 122,Cité de Dieu
Lamentations de s. Bernard; Meditations de s. Bernard; Contemplations de s. Augustin; Parlemens de l'ame a Dieu,"Bernard of Clairvaux,Pseudo-Augustine,Bernard of Clairvaux,St. Augustine,Anonymous",post-1485-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 127,"Lamentations de saint Bernard,Parlemens de l'ame a Dieu (aka Soliloques aka Seul parler de St. Augustin),Méditations de saint Bernard,Contemplations [de saint Augustin]: Pour ce que nous sommes mis au milieu des las,Prologue du recueil Chantilly MS 127"
Lamentations de s. Bernard; Meditations de s. Bernard; Contemplations de s. Augustin; Parlemens de l'ame a Dieu,"Bernard of Clairvaux,Pseudo-Augustine,Bernard of Clairvaux,St. Augustine,Anonymous",14??-14??,Male,Jean Blosset,Chantilly MS 127,"Lamentations de saint Bernard,Parlemens de l'ame a Dieu (aka Soliloques aka Seul parler de St. Augustin),Méditations de saint Bernard,Contemplations [de saint Augustin]: Pour ce que nous sommes mis au milieu des las,Prologue du recueil Chantilly MS 127"
Beaufort Book of Hours,",,Anonymous",c. 1461,Female,"Anne of York, duchess of Exeter",BL Royal MS 2 A XVIII,"Psalter,Book of Hours,Vita Sainte Dorothee"
Beaufort Book of Hours,",,Anonymous",c. 1410-1444,Male,"John Beaufort, Duke of Somerset",BL Royal MS 2 A XVIII,"Psalter,Book of Hours,Vita Sainte Dorothee"
Beaufort Book of Hours,",,Anonymous",c. 1401-1410,Male,"John Beaufort, Earl of Somerset",BL Royal MS 2 A XVIII,"Psalter,Book of Hours,Vita Sainte Dorothee"
Beaufort Book of Hours,",,Anonymous",c. 1443-1456,Female,"Margaret Beauchamps, duchess of Somerset",BL Royal MS 2 A XVIII,"Psalter,Book of Hours,Vita Sainte Dorothee"
Beaufort Book of Hours,",,Anonymous",1456?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",BL Royal MS 2 A XVIII,"Psalter,Book of Hours,Vita Sainte Dorothee"
Bible Historiale,Pierre le Mangeur,1479-1483,Male,Edward IV of England,BL Royal MS 18 D IX,Bible historiale
Bible Historiale,Pierre le Mangeur,1509-?,Male,Henry VII of England,BL Royal MS 18 D IX,Bible historiale
Bible Historiale,Pierre le Mangeur,1483-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",BL Royal MS 18 D IX,Bible historiale
Les Chroniques (vol. 4),Jean Froissart,1480-1483,Male,Edward IV of England,BL Royal MS 18 E II,Chroniques
Les Chroniques (vol. 4),Jean Froissart,1509-?,Male,Henry VII of England,BL Royal MS 18 E II,Chroniques
Les Chroniques (vol. 4),Jean Froissart,1483-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",BL Royal MS 18 E II,Chroniques
Des Cas des nobles hommes et femmes,Giovanni Boccaccio,1509-?,Male,Henry VII of England,BL Royal MS 20 C IV,Des cas des nobles hommes et femmes
Des Cas des nobles hommes et femmes,Giovanni Boccaccio,?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",BL Royal MS 20 C IV,Des cas des nobles hommes et femmes
Siege of Troy by John Lydgate,John Lydgate,1509-?,Male,Henry VII of England,NE 108,Troy Book
Siege of Troy by John Lydgate,John Lydgate,?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 108,Troy Book
A Text by John Gower,John Gower,1509-?,Female,"Alice Parker, gentlewoman",NE 109,Unspecified John Gower Text
A Text by John Gower,John Gower,?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 109,Unspecified John Gower Text
The Canterbury Tales,Geoffrey Chaucer,1509-?,Male,"John StJohn, household servant of Margaret Beaufort",NE 110,The Canterbury Tales
The Canterbury Tales,Geoffrey Chaucer,?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 110,The Canterbury Tales
Hours of Richard III,,1485-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",Lambeth Palace Library MS 474,Book of Hours
Hours of Richard III,,?-1485,Male,Richard III of England,Lambeth Palace Library MS 474,Book of Hours
Shirley Book of Hours,",Anonymous,Anonymous",1502-15??,Female,Anne Shirley,"Cambridge, St. John's MS N 24 (MS 264)","Book of Hours,Sept requêtes à Notre Seigneur,Quinze joies Notre Dame (Prose)"
Shirley Book of Hours,",Anonymous,Anonymous",14??-1444,Male,"John Beaufort, Duke of Somerset","Cambridge, St. John's MS N 24 (MS 264)","Book of Hours,Sept requêtes à Notre Seigneur,Quinze joies Notre Dame (Prose)"
Shirley Book of Hours,",Anonymous,Anonymous",1444-1502,Female,"Margaret Beaufort, countess of Richmond and Derby","Cambridge, St. John's MS N 24 (MS 264)","Book of Hours,Sept requêtes à Notre Seigneur,Quinze joies Notre Dame (Prose)"
Primer and Psalter,",",1502?-1518,Female,Elizabeth Scrope,NE 111,"Psalter,Primer"
Primer and Psalter,",",1518-?,Female,Lucy FitzWilliam Brown,NE 111,"Psalter,Primer"
Primer and Psalter,",",?-1502?,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 111,"Psalter,Primer"
Regula sancti Benedicti; Contemplatio de passione Domini,"St. Benedict,Pseudo-Bernard",14??-1485,Male,Antoine de Chourses,Chantilly MS 128,"Regula sancti Benedicti,Contemplatio passionis Domini Nostri Jhesu Christi secundum septem horas diei"
Regula sancti Benedicti; Contemplatio de passione Domini,"St. Benedict,Pseudo-Bernard",14??-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 128,"Regula sancti Benedicti,Contemplatio passionis Domini Nostri Jhesu Christi secundum septem horas diei"
Somme abrégée de théologie,Hugh Ripelin (of Strasbourg),1 August 1481-1485,Male,Antoine de Chourses,Chantilly MS 130,Somme abrégée de théologie
Somme abrégée de théologie,Hugh Ripelin (of Strasbourg),1485-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 130,Somme abrégée de théologie
Somme abrégée de théologie,Hugh Ripelin (of Strasbourg),1 August 1481-1485,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 130,Somme abrégée de théologie
Sermones by Mauritius de Sulliaco,Maurice de Sully,14??-1485,Male,Antoine de Chourses,Chantilly MS 131,Sermones (Sully)
Sermones by Mauritius de Sulliaco,Maurice de Sully,1485-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 131,Sermones (Sully)
Sermones by Mauritius de Sulliaco,Maurice de Sully,14??-1485,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 131,Sermones (Sully)
Sermones by Mauritius de Sulliaco,Maurice de Sully,13??-1364?,Male,Jean La Buscaille,Chantilly MS 131,Sermones (Sully)
Liber Sententiarum,Peter Lombard,14??-1485,Male,Antoine de Chourses,Chantilly MS 132,Liber Sententiarum
Liber Sententiarum,Peter Lombard,1485-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 132,Liber Sententiarum
Liber Sententiarum,Peter Lombard,14??-1485,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 132,Liber Sententiarum
Religious compendium,"Anonymous,Frère Laurent,Pierre de Blois,Guiard de Laon,Anonymous,Guillaume de Rennes",14??-1485,Male,Antoine de Chourses,Chantilly MS 134,"Plainte de la Vierge: Helas qui donra a mon chief,Somme le roi,Traité des tribulations,Douze fruits du Saint Sacrement,Traité de confession,Somme de l'enseignement des confesseurs"
Religious compendium,"Anonymous,Frère Laurent,Pierre de Blois,Guiard de Laon,Anonymous,Guillaume de Rennes",1485-1529,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 134,"Plainte de la Vierge: Helas qui donra a mon chief,Somme le roi,Traité des tribulations,Douze fruits du Saint Sacrement,Traité de confession,Somme de l'enseignement des confesseurs"
Religious compendium,"Anonymous,Frère Laurent,Pierre de Blois,Guiard de Laon,Anonymous,Guillaume de Rennes",14??-1485,Female,"Catherine of Coëtivy, lady of Magné",Chantilly MS 134,"Plainte de la Vierge: Helas qui donra a mon chief,Somme le roi,Traité des tribulations,Douze fruits du Saint Sacrement,Traité de confession,Somme de l'enseignement des confesseurs"
Book of Hours,,?-1480,Female,"Anne Neville (Stafford), duchess of Buckingham",NE 112,Book of Hours
Book of Hours,,1480-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 112,Book of Hours
Golden Legend,Jacobus de Voragine,?-1480,Female,"Anne Neville (Stafford), duchess of Buckingham",NE 113,Golden Legend
Golden Legend,Jacobus de Voragine,1480-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 113,Golden Legend
A French Book of Lucan,Marcus Annaeus Lucanus,?-1480,Female,"Anne Neville (Stafford), duchess of Buckingham",NE 114,Lucain [Bellum Civile (Pharsalia)]
A French Book of Lucan,Marcus Annaeus Lucanus,1480-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 114,Lucain [Bellum Civile (Pharsalia)]
Illuminated Prayer Book,,1441?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",Westminster Abbey MS 39,Book of Prayers
Illuminated Prayer Book,,1435?-1504,Male,Thomas Stanley,Westminster Abbey MS 39,Book of Prayers
Latin and English Plague Tracts,Anonymous,c. 1500-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",Cambridge Fitzwilliam Museum MS 261,Plague Tracts
A Little Book of Gold with Marguerites,,1509-?,Female,Edith Fowler,NE 116,Unspecified
A Little Book of Gold with Marguerites,,?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 116,Unspecified
A Book of Gold with Diverse Images,,1509-?,Female,Edith Fowler,NE 117,Unspecified
A Book of Gold with Diverse Images,,?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 117,Unspecified
Lections; Memorials of Saints,,1497-1498,Male,Giovanni de' Gigli,BL Add. MS 33772,Unspecified Latin Texts
Lections; Memorials of Saints,,1498-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",BL Add. MS 33772,Unspecified Latin Texts
Blanchardin et Eglantine,Anonymous,1480?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",NE 118,Blancandin ou l'Orgueilleuse d'amour (en prose)
Blanchardin et Eglantine,Anonymous,14??-1480?,Male,William Caxton,NE 118,Blancandin ou l'Orgueilleuse d'amour (en prose)
Blanchardin et Eglantine,Anonymous,14??-1480?,Male,William Caxton,NE 118,Blancandin ou l'Orgueilleuse d'amour (en prose)
Book of Hours,,1439?-1509,Female,"Margaret Beaufort, countess of Richmond and Derby",Alnwick Castle Library MS 498,Book of Hours
Book of Hours,,?-1439?,Female,"Margaret Holland, duchess of Clarence",Alnwick Castle Library MS 498,Book of Hours
L'Ouvrage de madicte dame,,?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 119,Unspecified
Miroir historial v. 3,Vincent of Beauvais,1431?-14??,Female,"Isabella of Portugal, duchess of Burgundy",BL Add. MS 6416,Miroir historial v. 3
Miroir historial v. 3,Vincent of Beauvais,1409?-1413,Male,John Duke of Berry,BL Add. MS 6416,Miroir historial v. 3
Miroir historial v. 3,Vincent of Beauvais,1413-1419?,Male,John the Fearless,BL Add. MS 6416,Miroir historial v. 3
Miroir historial v. 3,Vincent of Beauvais,1419?-1424?,Female,"Margaret of Bavaria, duchess of Burgundy",BL Add. MS 6416,Miroir historial v. 3
Miroir historial v. 3,Vincent of Beauvais,1424-1431?,Male,Philip the Good,BL Add. MS 6416,Miroir historial v. 3
Roman de Renart,Anonymous,?-1419?,Male,John the Fearless,NE 120,Le Roman de Renart
Roman de Renart,Anonymous,1419?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 120,Le Roman de Renart
Livre d'heures,Anonymous,?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 121,Livre d'heures
Passion Jhesucrist,Anonymous,?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 122,Passion Jhesucrist
Livre d'heures,Anonymous,?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 123,Livre d'heures
Psautier,,?-1419,Male,John the Fearless,NE 124,Psautier
Psautier,,1419?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 124,Psautier
Psautier,,1419-?,Male,Philip the Good,NE 124,Psautier
Livre d'heures,Anonymous,14??-1419?,Male,John the Fearless,NE 125,Livre d'heures
Livre d'heures,Anonymous,1419?-1424,Female,"Margaret of Bavaria, duchess of Burgundy",NE 125,Livre d'heures
Livre d'heures,Anonymous,?-14??,Female,"Marie of Berry, duchess of Bourbon",NE 125,Livre d'heures
